Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
3795	9.786	269.01071	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.45	190715_Poo_TruePooFK180310_Full3	269.01071:359160 270.01406:99774 271.01742:82361		4898	303138	304486	359160
3796	19.432	269.0108	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.45	190715_Poo_TruePooFK180310_Full2	269.0108:170113 270.01415:46557 271.01751:44400		163954	149769	170113	177271
3797	14.573	269.03461	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.12	190715_Blk_KM1906U14-Blk_C	269.03461:82392 270.03796:0 271.04132:0		82392	38184	185396	106927
3798	0.2	269.03464	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	57.22	190715_Poo_TruePooFK180310_Full2	269.03464:1033764 270.03799:0 271.04135:0		993629	719431	1033764	837281
3799	7.828	269.03482	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.46	190715_Poo_TruePooFK180310_Full3	269.03482:156523 270.03817:0 271.04153:0		41147	44019	171423	156523
3800	13.815	269.03488	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.11	190715_Poo_TruePooFK180310_Full2	269.03488:217353 270.03823:0 271.04159:0		67857	54285	217353	168917
3801	9.942	269.08658	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	537.88	190715_Poo_TruePooFK180310_Full1	269.08658:29847 270.08993:14614 271.09329:0		0	29847	23941	8372
3802	5.894	269.08807	w/o MS2:Ingalls_Inosine	[M+H]+		0.75	FALSE	7.566	269.0882					3		FALSE	null	null	95.9	91.8	null	null	null	544.53	190715_Poo_TruePooFK180310_Full1	269.08807:126819 270.09142:0 271.09478:0		0	126819	65774	97568
3803	3.735	269.10043	Unknown	[M+H]+	similar chromatogram in higher mz_3849	0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.82	190715_Poo_TruePooFK180310_Full1	269.10043:55819 270.10378:16527 271.10714:68156		34898	55819	27818	31091
3804	9.72	269.10535	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	67.8	190715_Poo_TruePooFK180310_Full1	269.10535:368163 270.1087:47958 271.11206:31261		15941	368163	266091	269479
3805	9.716	269.12509	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	52.24	190715_Blk_KM1906U14-Blk_C	269.12509:398523 270.12844:32813 271.1318:12944		398523	4005	4180	3678
3806	9.193	269.12524	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	78.25	190715_Poo_TruePooFK180310_Full1	269.12524:423916 270.12859:53695 271.13195:18013		0	423916	393491	325626
3807	20.95	269.13556	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.58	190715_Poo_TruePooFK180310_Full1	269.13556:72280 270.13891:0 271.14227:0		20436	72280	22981	49993
3808	0.28	269.13568	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.47	190715_Poo_TruePooFK180310_Full2	269.13568:145564 270.13903:0 271.14239:53387		80390	109211	145564	124607
3809	20.016	269.13644	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.9	190715_Poo_TruePooFK180310_Full2	269.13644:76230 270.13979:0 271.14315:0		34259	31159	76230	68806
3810	6.813	269.1377	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.54	190715_Poo_TruePooFK180310_Full3	269.1377:106555 270.14105:27914 271.14441:95921		68902	90709	108918	106555
3811	9.736	269.13846	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.42	190715_Poo_TruePooFK180310_Full1	269.13846:58593 270.14181:0 271.14517:54806		21097	58593	58423	55167
3812	0.35	269.17462	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.75	190715_Blk_KM1906U14-Blk_C	269.17462:55722 270.17797:17978 271.18133:32002		55722	66912	36099	54254
3813	1.669	269.21091	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.68	190715_Blk_KM1906U14-Blk_C	269.21091:45688 270.21426:9369 271.21762:8823		45688	18794	19349	22947
3814	20.082	269.89597	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	564.74	190715_Poo_TruePooFK180310_Full2	269.89597:33617 270.89932:0 271.90268:0		0	3752	33617	22857
3815	9.701	269.92383	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	560.71	190715_Poo_TruePooFK180310_Full3	269.92383:32574 270.92718:0 271.93054:0		31994	22657	24916	32574
3816	13.891	269.92596	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1615.09	190715_Blk_KM1906U14-Blk_C	269.92596:80755 270.92931:0 271.93267:0		80755	3253	12065	3576
3817	13.07	269.92612	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	613.67	190715_Poo_TruePooFK180310_Full2	269.92612:52199 270.92947:0 271.93283:0		2753	45433	52199	28199
3818	3.77	270.13364	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	46.48	190715_Blk_KM1906U14-Blk_C	270.13364:242496 271.13699:39801 272.14035:25167		242496	27305	19320	17799
3819	3.075	270.13391	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.8	190715_Poo_TruePooFK180310_Full3	270.13391:77047 271.13726:11781 272.14062:58998		42608	94846	73294	77047
3820	0.508	270.16992	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.31	190715_Poo_TruePooFK180310_Full2	270.16992:35729 271.17327:0 272.17663:81824		20925	31331	35729	38866
3821	0.238	270.88492	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	507.31	190715_Poo_TruePooFK180310_Full3	270.88492:93386 271.88827:0 272.89163:0		0	7825	57346	93386
3822	9.602	270.88513	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	596.18	190715_Poo_TruePooFK180310_Full2	270.88513:29809 271.88848:0 272.89184:14014		2330	8697	29809	6089
3823	13.981	270.9747	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2230.91	190715_Blk_KM1906U14-Blk_C	270.9747:111545 271.97805:0 272.98141:23957		111545	0	8121	6205
3824	13.09	270.97482	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1512.46	190715_Poo_TruePooFK180310_Full2	270.97482:95669 271.97817:0 272.98153:27363		0	92600	95669	38599
3825	10.513	271.00784	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.42	190715_Blk_KM1906U14-Blk_C	271.00784:125167 272.01119:15892 273.01455:0		125167	78875	73588	80084
3826	9.84	271.00797	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.94	190715_Poo_TruePooFK180310_Full3	271.00797:97875 272.01132:16540 273.01468:0		0	83282	82252	97875
3827	19.571	271.00809	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.91	190715_Poo_TruePooFK180310_Full3	271.00809:52226 272.01144:0 273.0148:0		41832	39480	44286	52226
3828	0.245	271.11511	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.07	190715_Poo_TruePooFK180310_Full2	271.11511:147605 272.11846:0 273.12182:0		35555	67222	147605	124431
3829	8.232	271.12927	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	33.78	190715_Poo_TruePooFK180310_Full1	271.12927:139113 272.13262:14797 273.13598:60136		0	139113	137923	124422
3830	0.331	271.15402	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.66	190715_Blk_KM1906U14-Blk_C	271.15402:86400 272.15737:50573 273.16073:34662		86400	99713	74899	84049
3831	9.842	271.15405	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.31	190715_Poo_TruePooFK180310_Full3	271.15405:62285 272.1574:25577 273.16076:31751		8569	69788	56121	62285
3832	0.11	271.92184	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	715.42	190715_Poo_TruePooFK180310_Full2	271.92184:35771 272.92519:0 273.92855:0		0	0	35771	17341
3833	13.145	271.95901	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.97	190715_Poo_TruePooFK180310_Full2	271.95901:11652 272.96236:0 273.96572:0		3916	3600	11652	0
3834	3.539	272.09241	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	406.9	190715_Poo_TruePooFK180310_Full3	272.09241:27642 273.09576:735817 274.09912:73222		10427	14809	18585	27642
3835	8.746	272.13406	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	24.27	190715_Poo_TruePooFK180310_Full1	272.13406:51702 273.13741:17292 274.14077:0		0	51702	50365	42222
3836	0.126	272.1376	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.36	190715_Poo_TruePooFK180310_Full3	272.1376:50618 273.14095:0 274.14431:0		0	0	0	50618
3837	1.696	272.16956	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	646.25	190715_Blk_KM1906U14-Blk_C	272.16956:73484 273.17291:32180 274.17627:96466		73484	31843	23590	34198
3838	1.669	272.18546	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.97	190715_Blk_KM1906U14-Blk_C	272.18546:133040 273.18881:16017 274.19217:29967		133040	87129	94134	14041
3839	0.297	272.18585	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.15	190715_Poo_TruePooFK180310_Full2	272.18585:110956 273.1892:0 274.19256:191399		34927	74296	110956	92688
3840	21.373	272.85443	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1030.71	190715_Poo_TruePooFK180310_Full1	272.85443:51536 273.85778:0 274.86114:0		0	51536	0	0
3841	9.617	272.88248	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	326.87	190715_Poo_TruePooFK180310_Full2	272.88248:16343 273.88583:0 274.88919:0		3932	0	16343	3026
3842	19.895	272.88611	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	330.75	190715_Poo_TruePooFK180310_Full2	272.88611:16537 273.88946:0 274.89282:0		17203	2059	16537	8944
3843	0.289	272.96964	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	22.48	190715_Poo_TruePooFK180310_Full2	272.96964:416079 273.97299:0 274.97635:0		282090	237250	416079	388167
3844	21.299	272.96964	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.3	190715_Poo_TruePooFK180310_Full1	272.96964:243088 273.97299:0 274.97635:0		275965	243088	126236	73493
3845	19.843	272.96964	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	21.92	190715_Blk_KM1906U14-Blk_C	272.96964:491531 273.97299:0 274.97635:0		491531	101526	426776	395239
3846	7.722	272.96985	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.13	190715_Poo_TruePooFK180310_Full2	272.96985:337413 273.9732:0 274.97656:0		52077	74714	337413	144551
3847	20.584	272.96985	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	24	190715_Poo_TruePooFK180310_Full1	272.96985:428252 273.9732:0 274.97656:0		153589	428252	326319	302679
3848	9.815	272.96991	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.2	190715_Poo_TruePooFK180310_Full2	272.96991:95837 273.97326:0 274.97662:0		0	16331	95837	28633
3849	3.639	273.0892	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9732.3	190715_Poo_TruePooFK180310_Full3	273.0892:896117 274.09255:116624 275.09591:10677		352814	533089	509150	896117
3850	1.656	273.25388	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.95	190715_Poo_TruePooFK180310_Full3	273.25388:31413 274.25723:0 275.26059:0		0	2883	20849	31413
3851	0.15	273.25412	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	143.77	190715_Poo_TruePooFK180310_Full3	273.25412:125588 274.25747:0 275.26083:0		13290	12535	21844	125588
3852	9.964	273.96695	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	157.58	190715_Poo_TruePooFK180310_Full3	273.96695:61616 274.9703:19471 275.97366:70739		14509	11177	11385	61616
3853	0.18	274.16501	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.61	190715_Poo_TruePooFK180310_Full2	274.16501:95751 275.16836:0 276.17172:417437		85026	136594	95751	119667
3854	0.2	274.20151	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	26.8	190715_Poo_TruePooFK180310_Full2	274.20151:216094 275.20486:0 276.20822:190297		95191	157910	216094	195449
3855	0.52	274.27438	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.15	190715_Poo_TruePooFK180310_Full3	274.27438:87210 275.27773:0 276.28109:0		57470	68696	75236	87210
3856	20.705	274.91	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	504721.47	190715_Blk_KM1906U14-Blk_C	274.91:88116648 275.91335:2057159 276.91671:1616139		88116648	64435004	65514248	54294356
3857	20.334	274.91003	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	79403.19	190715_Blk_KM1906U14-Blk_C	274.91003:86540824 275.91338:1918115 276.91674:1158006		86540824	2907	51983356	44360120
3858	0.155	274.9101	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	792.63	190715_Poo_TruePooFK180310_Full2	274.9101:32889332 275.91345:734825 276.91681:332000		12378	607542	32889332	27482774
3859	21.413	274.91013	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	769374.75	190715_Poo_TruePooFK180310_Full2	274.91013:83736760 275.91348:1986339 276.91684:1223918		31321776	78445448	83736760	76137840
3860	1.86	274.91058	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16.01	190715_Poo_TruePooFK180310_Full3	274.91058:549299 275.91393:0 276.91729:0		0	2603	1501884	549299
3861	3.999	274.91068	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.96	190715_Poo_TruePooFK180310_Full3	274.91068:280621 275.91403:0 276.91739:17081		0	0	498542	280621
3862	9.647	274.92108	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	214.13	190715_Poo_TruePooFK180310_Full2	274.92108:10707 275.92443:0 276.92779:34490		0	3626	10707	3041
3863	20.245	274.93582	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	157.91	190715_Poo_TruePooFK180310_Full3	274.93582:2249285 275.93917:0 276.94253:53239		2563948	0	2198763	2249285
3864	0.216	274.93585	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	90.94	190715_Poo_TruePooFK180310_Full2	274.93585:1241088 275.9392:43620 276.94256:0		0	40479	1241088	1105121
3865	21.003	274.93585	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9509.32	190715_Poo_TruePooFK180310_Full1	274.93585:2696912 275.9392:121909 276.94256:0		2082450	2696912	2788348	3613650
3866	21.461	274.93588	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	58393.17	190715_Poo_TruePooFK180310_Full1	274.93588:2952121 275.93923:139067 276.94259:77924		1620106	2952121	3171755	3744124
3867	0.486	274.936	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	92.51	190715_Poo_TruePooFK180310_Full2	274.936:1076432 275.93935:0 276.94271:0		0	2285	1076432	175954
3868	9.478	274.95361	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	589.35	190715_Poo_TruePooFK180310_Full1	274.95361:36867 275.95696:99069 276.96032:55821		31858	36867	25457	27558
3869	10.224	274.95392	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	896.64	190715_Blk_KM1906U14-Blk_C	274.95392:44832 275.95727:120498 276.96063:61528		44832	0	0	0
3870	10.003	275.07129	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2621.68	190715_Poo_TruePooFK180310_Full1	275.07129:303764 276.07464:23485 277.078:22240		24886	303764	230219	192176
3871	4.185	275.0755	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	529.37	190715_Poo_TruePooFK180310_Full2	275.0755:28140 276.07885:0 277.08221:0		0	24796	28140	24588
3872	0.85	275.14923	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.07	190715_Poo_TruePooFK180310_Full2	275.14923:31651 276.15258:120406 277.15594:0		41461	52837	31651	39017
3873	1.94	275.23334	Unknown	[M+H]+	similar chromatogram in higher mz_5173	0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	556.49	190715_Poo_TruePooFK180310_Full3	275.23334:32339 276.23669:0 277.24005:0		0	10740	23310	32339
3874	8.286	275.85324	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	469.31	190715_Poo_TruePooFK180310_Full2	275.85324:38769 276.85659:0 277.85995:40932		0	0	38769	0
3875	9.572	275.90912	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	214.92	190715_Poo_TruePooFK180310_Full3	275.90912:24125 276.91247:0 277.91583:31026		14652	13979	17919	24125
3876	20.3	275.91354	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3861.61	190715_Blk_KM1906U14-Blk_C	275.91354:1870448 276.91689:1125092 277.92025:0		1870448	0	1240052	1312784
3877	20.921	275.91379	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2060.43	190715_Poo_TruePooFK180310_Full1	275.91379:1656490 276.91714:988957 277.9205:0		1930975	1656490	1828074	1512989
3878	0.395	275.94012	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	709.53	190715_Poo_TruePooFK180310_Full2	275.94012:49516 276.94347:0 277.94683:0		0	0	49516	9548
3879	10.178	275.95569	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1979.81	190715_Blk_KM1906U14-Blk_C	275.95569:98990 276.95904:24776 277.9624:131977		98990	0	4227	0
3880	9.592	275.95578	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2314.8	190715_Poo_TruePooFK180310_Full3	275.95578:144876 276.95913:49538 277.96249:222416		70684	100138	86604	144876
3881	21.467	276.08881	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1428.28	190715_Poo_TruePooFK180310_Full2	276.08881:71414 277.09216:77193 278.09552:0		8212	28766	71414	36247
