Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
4474	10.151	340.03592	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	401.85	190715_Poo_TruePooFK180310_Full1	340.03592:24256 341.03927:0 342.04263:0		0	24256	18613	17408
4475	9.462	340.04739	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	46017.49	190715_Poo_TruePooFK180310_Full1	340.04739:2388964 341.05074:111595 342.0541:1027132		2212786	2388964	2349520	2754619
4476	2.146	340.1965	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.88	190715_Blk_KM1906U14-Blk_C	340.1965:75358 341.19985:72095 342.20321:29842		75358	39149	15465	22886
4477	11.753	340.19662	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.9	190715_Poo_TruePooFK180310_Full2	340.19662:15940 341.19997:31759 342.20333:0		2934	8463	15940	5608
4478	1.988	340.25958	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	669.55	190715_Blk_KM1906U14-Blk_C	340.25958:63138 341.26293:14008 342.26629:22032		63138	22707	20644	27421
4479	20.477	340.88187	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	313529.97	190715_Blk_KM1906U14-Blk_C	340.88187:46991248 341.88522:1754571 342.88858:1018877		46991248	1343770	24951984	26290442
4480	0.155	340.88193	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	838.21	190715_Poo_TruePooFK180310_Full2	340.88193:16635376 341.88528:566901 342.88864:243813		0	226679	16635376	13904147
4481	21.428	340.88202	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	266182.97	190715_Poo_TruePooFK180310_Full2	340.88202:43251796 341.88537:1526092 342.88873:962662		13208548	40501540	43251796	38854948
4482	4.241	340.88248	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.28	190715_Poo_TruePooFK180310_Full2	340.88248:228688 341.88583:0 342.88919:0		0	0	228688	103695
4483	1.86	340.88251	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.61	190715_Poo_TruePooFK180310_Full3	340.88251:209736 341.88586:0 342.88922:0		0	0	593100	209736
4484	13.846	340.94403	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2403.73	190715_Blk_KM1906U14-Blk_C	340.94403:120186 341.94738:32853 342.95074:20593		120186	32311	52817	46574
4485	12.928	340.9447	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1349.47	190715_Poo_TruePooFK180310_Full2	340.9447:74180 341.94805:0 342.95141:0		0	60766	74180	49195
4486	12.852	340.96048	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	304.55	190715_Poo_TruePooFK180310_Full1	340.96048:15836 341.96383:0 342.96719:12697		0	15836	14619	6889
4487	9.494	341.00836	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1257.38	190715_Poo_TruePooFK180310_Full2	341.00836:62869 342.01171:0 343.01507:119913		11163	4661	62869	23802
4488	8.682	341.00888	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	266.72	190715_Poo_TruePooFK180310_Full2	341.00888:121572 342.01223:0 343.01559:255769		0	19521	121572	43450
4489	9.916	341.04465	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2383.58	190715_Blk_KM1906U14-Blk_C	341.04465:119179 342.048:923321 343.05136:27074		119179	0	102891	148801
4490	0.196	341.10345	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	175.34	190715_Blk_KM1906U14-Blk_C	341.10345:977193 342.1068:58278 343.11016:0		977193	681023	851008	745806
4491	0.259	341.15707	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.69	190715_Poo_TruePooFK180310_Full2	341.15707:124784 342.16042:0 343.16378:0		25175	51279	124784	112827
4492	20.691	341.15762	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.85	190715_Poo_TruePooFK180310_Full1	341.15762:63040 342.16097:0 343.16433:0		0	63040	16648	19192
4493	19.869	341.15778	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6	190715_Poo_TruePooFK180310_Full2	341.15778:59736 342.16113:0 343.16449:0		34344	9129	59736	47393
4494	1.68	341.25854	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	528.97	190715_Blk_KM1906U14-Blk_C	341.25854:43322 342.26189:60918 343.26525:33419		43322	22238	7984	13786
4495	20.117	341.88519	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7187.32	190715_Blk_KM1906U14-Blk_C	341.88519:1457503 342.88854:742338 343.8919:0		1457503	0	866158	466072
4496	21.39	341.88562	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16155.31	190715_Poo_TruePooFK180310_Full2	341.88562:1525223 342.88897:778061 343.89233:0		447108	1345681	1525223	1429575
4497	9.916	342.0441	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18219.29	190715_Blk_KM1906U14-Blk_C	342.0441:910964 343.04745:27074 344.05081:210385		910964	0	5200	0
4498	8.918	342.04437	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15885.24	190715_Poo_TruePooFK180310_Full2	342.04437:815048 343.04772:27506 344.05108:216651		5132	815185	815048	773477
4499	9.254	342.0444	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11271.06	190715_Poo_TruePooFK180310_Full3	342.0444:1076302 343.04775:45092 344.05111:276825		5132	1011148	987192	1076302
4500	0.227	342.10776	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	838.16	190715_Poo_TruePooFK180310_Full3	342.10776:42048 343.11111:0 344.11447:0		55455	41768	58422	42048
4501	1.707	342.26553	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	589.35	190715_Blk_KM1906U14-Blk_C	342.26553:65578 343.26888:35078 344.27224:0		65578	41025	27733	37143
4502	20.868	342.88596	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5553.46	190715_Blk_KM1906U14-Blk_C	342.88596:826664 343.88931:0 344.89267:0		826664	497621	625683	607357
4503	21.324	342.88669	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8426.01	190715_Poo_TruePooFK180310_Full3	342.88669:707756 343.89004:0 344.8934:0		489741	683619	761541	707756
4504	21.437	342.89801	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5848.29	190715_Poo_TruePooFK180310_Full2	342.89801:292414 343.90136:0 344.90472:0		0	0	292414	296888
4505	13.876	342.94168	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	819.22	190715_Blk_KM1906U14-Blk_C	342.94168:40961 343.94503:0 344.94839:0		40961	7461	4520	9620
4506	8.958	343.00574	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2850.99	190715_Poo_TruePooFK180310_Full2	343.00574:197567 344.00909:0 345.01245:167337		5430	30375	197567	78875
4507	9.494	343.00586	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2142.55	190715_Poo_TruePooFK180310_Full2	343.00586:107127 344.00921:0 345.01257:79302		29924	25786	107127	52301
4508	0.2	343.17273	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.92	190715_Poo_TruePooFK180310_Full2	343.17273:90782 344.17608:0 345.17944:0		22798	52078	90782	70447
4509	20.229	343.1745	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.04	190715_Poo_TruePooFK180310_Full3	343.1745:37880 344.17785:0 345.18121:0		0	24396	28278	37880
4510	9.066	344.04147	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2158.46	190715_Poo_TruePooFK180310_Full1	344.04147:212854 345.04482:0 346.04818:23775		1198	212854	193768	197284
4511	9.68	344.04172	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4335.53	190715_Poo_TruePooFK180310_Full3	344.04172:224214 345.04507:0 346.04843:35474		209339	212854	221023	224214
4512	0.205	344.20648	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.02	190715_Poo_TruePooFK180310_Full2	344.20648:85598 345.20983:0 346.21319:291616		45368	70979	85598	84534
4513	1.853	344.22839	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16511.95	190715_Poo_TruePooFK180310_Full3	344.22839:1013570 345.23174:188196 346.2351:246608		730561	753072	805187	1013570
4514	7.51	344.78885	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	205.82	190715_Poo_TruePooFK180310_Full2	344.78885:13534 345.7922:0 346.79556:0		0	11974	13534	24210
4515	12.936	344.91583	Unknown	[M+H]+	similar chromatogram in higher mz_4963	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	587.03	190715_Poo_TruePooFK180310_Full2	344.91583:29352 345.91918:15274 346.92254:0		0	10242	29352	12599
4516	9.525	345.00275	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1727.76	190715_Poo_TruePooFK180310_Full2	345.00275:86388 346.0061:0 347.00946:26662		21950	18459	86388	36132
4517	13.996	345.9884	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	609.84	190715_Blk_KM1906U14-Blk_C	345.9884:59394 346.99175:0 347.99511:0		59394	0	0	0
4518	13.1	345.98895	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2114.72	190715_Poo_TruePooFK180310_Full3	345.98895:142175 346.9923:0 347.99566:29685		0	89514	85519	142175
4519	0.196	346.22214	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	30.09	190715_Poo_TruePooFK180310_Full2	346.22214:334992 347.22549:77345 348.22885:289666		132304	229144	334992	303768
4520	9.723	346.22336	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.97	190715_Poo_TruePooFK180310_Full2	346.22336:59304 347.22671:0 348.23007:26102		7690	37543	59304	57306
4521	0.224	346.25922	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	14.39	190715_Poo_TruePooFK180310_Full1	346.25922:51693 347.26257:10341 348.26593:10064		39601	51693	30063	43244
4522	21.277	346.85034	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1178.92	190715_Blk_KM1906U14-Blk_C	346.85034:74915 347.85369:0 348.85705:0		74915	0	0	0
4523	9.537	347.14493	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1280.74	190715_Poo_TruePooFK180310_Full1	347.14493:75489 348.14828:16074 349.15164:0		0	75489	64978	55524
4524	6.19	347.14517	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7086.78	190715_Poo_TruePooFK180310_Full3	347.14517:401825 348.14852:68675 349.15188:0		0	371325	308368	401825
4525	8.36	347.88647	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	306.46	190715_Blk_KM1906U14-Blk_C	347.88647:75343 348.88982:18766 349.89318:55898		75343	0	0	0
4526	13.115	347.98401	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	469.38	190715_Poo_TruePooFK180310_Full2	347.98401:23469 348.98736:0 349.99072:0		0	7711	23469	24262
4527	9.652	348.0701	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	480.73	190715_Poo_TruePooFK180310_Full1	348.0701:25260 349.07345:0 350.07681:0		0	25260	22813	13336
4528	10.564	348.0705	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2252.2	190715_Poo_TruePooFK180310_Full1	348.0705:146074 349.07385:15592 350.07721:0		0	146074	99470	92286
4529	9.872	348.20172	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.28	190715_Poo_TruePooFK180310_Full3	348.20172:92044 349.20507:0 350.20843:71056		24374	97756	82256	92044
4530	0.231	348.20181	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.12	190715_Poo_TruePooFK180310_Full1	348.20181:200628 349.20516:31446 350.20852:338683		131173	200628	165122	150517
4531	1.557	348.202	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	31.32	190715_Poo_TruePooFK180310_Full3	348.202:644552 349.20535:127608 350.20871:278246		115085	503998	432744	644552
4532	0.192	348.23825	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	32.56	190715_Poo_TruePooFK180310_Full2	348.23825:280717 349.2416:58790 350.24496:89068		136106	190718	280717	260203
4533	21.366	348.87488	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1055.35	190715_Blk_KM1906U14-Blk_C	348.87488:170631 349.87823:0 350.88159:0		170631	19786	22214	0
4534	19.834	348.8783	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1212.33	190715_Blk_KM1906U14-Blk_C	348.8783:88061 349.88165:0 350.88501:0		88061	0	2256	39811
4535	14.528	348.96719	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3260.04	190715_Blk_KM1906U14-Blk_C	348.96719:251729 349.97054:69602 350.9739:68193		251729	83230	67378	97939
4536	12.921	348.96735	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2437.44	190715_Poo_TruePooFK180310_Full2	348.96735:187437 349.9707:66220 350.97406:64463		0	134513	187437	187379
4537	13.815	348.96759	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3276.94	190715_Poo_TruePooFK180310_Full3	348.96759:258919 349.97094:79698 350.9743:81949		214328	156274	219312	258919
4538	1.846	349.18347	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.29	190715_Poo_TruePooFK180310_Full2	349.18347:25152 350.18682:26953 351.19018:30890		5860	7976	25152	23037
4539	7.495	349.74374	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	789.49	190715_Poo_TruePooFK180310_Full2	349.74374:39475 350.74709:0 351.75045:44442		0	2882	39475	23850
4540	20.228	349.88095	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	754.22	190715_Poo_TruePooFK180310_Full2	349.88095:37711 350.8843:0 351.88766:0		33766	0	37711	0
4541	7.895	349.88434	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	803.24	190715_Blk_KM1906U14-Blk_C	349.88434:48371 350.88769:13058 351.89105:0		48371	31953	5307	28354
4542	13.67	349.9686	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	482.59	190715_Poo_TruePooFK180310_Full1	349.9686:60492 350.97195:48785 351.97531:0		58095	60492	70475	74099
4543	0.289	350.18158	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.41	190715_Poo_TruePooFK180310_Full1	350.18158:62825 351.18493:15848 352.18829:83962		46969	62825	9627	36645
4544	0.189	350.21738	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	35.36	190715_Poo_TruePooFK180310_Full2	350.21738:465834 351.22073:71645 352.22409:449333		266065	357612	465834	374047
4545	9.723	350.21774	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.51	190715_Poo_TruePooFK180310_Full2	350.21774:88606 351.22109:15193 352.22445:52114		11849	60198	88606	63982
4546	21.498	350.83832	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	894.94	190715_Blk_KM1906U14-Blk_C	350.83832:44747 351.84167:0 352.84503:51597		44747	0	0	0
4547	21.218	350.84781	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9286.66	190715_Blk_KM1906U14-Blk_C	350.84781:464333 351.85116:0 352.85452:72185		464333	0	0	0
4548	19.864	350.89883	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1847.98	190715_Poo_TruePooFK180310_Full2	350.89883:340177 351.90218:61400 352.90554:73190		284169	25488	340177	311556
4549	21.16	350.89883	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1005.27	190715_Blk_KM1906U14-Blk_C	350.89883:50263 351.90218:0 352.90554:0		50263	53668	21380	16986
4550	21.469	350.89893	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3306.71	190715_Blk_KM1906U14-Blk_C	350.89893:167577 351.90228:0 352.90564:0		167577	15697	0	0
4551	20.384	350.89896	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1805.48	190715_Poo_TruePooFK180310_Full1	350.89896:221433 351.90231:61243 352.90567:58470		32389	221433	202616	188183
4552	0.11	350.8992	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	21.89	190715_Poo_TruePooFK180310_Full2	350.8992:173865 351.90255:122218 352.90591:189793		12027	4692	173865	25268
4553	13.996	350.93176	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	80324.17	190715_Blk_KM1906U14-Blk_C	350.93176:4016209 351.93511:672458 352.93847:1095235		4016209	16873	4957	3500
4554	13.095	350.93192	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	68024.54	190715_Poo_TruePooFK180310_Full2	350.93192:3827756 351.93527:581981 352.93863:903314		0	3595572	3827756	2780353
4555	12.898	350.9639	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	946.62	190715_Poo_TruePooFK180310_Full3	350.9639:53875 351.96725:12892 352.97061:0		0	40787	62144	53875
4556	13.753	350.96432	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	755.28	190715_Poo_TruePooFK180310_Full2	350.96432:76736 351.96767:15709 352.97103:0		53799	51061	76736	74985
4557	0.215	351.17737	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16.03	190715_Poo_TruePooFK180310_Full2	351.17737:60127 352.18072:0 353.18408:0		7234	7494	60127	33455
4558	7.602	351.74115	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	324.01	190715_Poo_TruePooFK180310_Full2	351.74115:43732 352.7445:0 353.74786:11180		0	3379	43732	24347
4559	21.034	351.89853	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1014.44	190715_Poo_TruePooFK180310_Full1	351.89853:63002 352.90188:32914 353.90524:0		38442	63002	0	15374
4560	10.646	352.05905	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	321.61	190715_Poo_TruePooFK180310_Full1	352.05905:21300 353.0624:758443 354.06576:87984		0	21300	14536	12281
4561	9.583	352.16016	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	200.36	190715_Poo_TruePooFK180310_Full1	352.16016:19056 353.16351:0 354.16687:0		0	19056	14435	16647
4562	2.161	352.19641	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.61	190715_Blk_KM1906U14-Blk_C	352.19641:108609 353.19976:15823 354.20312:98393		108609	99632	55427	66752
4563	0.193	352.23279	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	47.05	190715_Poo_TruePooFK180310_Full2	352.23279:497593 353.23614:139561 354.2395:0		298298	448994	497593	412793
4564	10.054	352.23334	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.62	190715_Poo_TruePooFK180310_Full3	352.23334:64498 353.23669:17080 354.24005:0		8085	28285	87153	64498
4565	7.327	352.76584	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	282.78	190715_Poo_TruePooFK180310_Full2	352.76584:14139 353.76919:0 354.77255:0		0	0	14139	0
4566	21.233	352.84518	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	947.95	190715_Blk_KM1906U14-Blk_C	352.84518:54233 353.84853:0 354.85189:0		54233	0	0	0
4567	19.877	352.87616	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1783.91	190715_Poo_TruePooFK180310_Full3	352.87616:165053 353.87951:0 354.88287:45249		97163	0	115545	165053
4568	20.51	352.89603	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	780.23	190715_Poo_TruePooFK180310_Full1	352.89603:48870 353.89938:0 354.90274:43944		0	48870	0	15331
4569	0.11	352.89618	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1098.65	190715_Poo_TruePooFK180310_Full2	352.89618:54932 353.89953:0 354.90289:0		2433	2062	54932	0
4570	13.646	352.92804	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10786.93	190715_Blk_KM1906U14-Blk_C	352.92804:958086 353.93139:349928 354.93475:83130		958086	149616	894500	640073
4571	13.09	352.92828	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13458.72	190715_Poo_TruePooFK180310_Full2	352.92828:933003 353.93163:422968 354.93499:59660		0	886876	933003	691932
4572	13.619	352.98007	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.85	190715_Blk_KM1906U14-Blk_C	352.98007:57560 353.98342:22193 354.98678:17027		57560	3341	3014	13914
4573	10.362	352.98035	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.64	190715_Blk_KM1906U14-Blk_C	352.98035:82969 353.9837:39981 354.98706:22562		82969	42470	35118	44950
4574	9.772	352.98068	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.02	190715_Poo_TruePooFK180310_Full3	352.98068:65192 353.98403:31841 354.98739:26149		0	62284	40309	65192
4575	11.191	353.05536	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6509.93	190715_Blk_KM1906U14-Blk_C	353.05536:648289 354.05871:64199 355.06207:0		648289	82441	73148	356142
4576	10.574	353.05566	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8236.43	190715_Poo_TruePooFK180310_Full1	353.05566:779640 354.05901:72281 355.06237:0		0	779640	451901	454347
4577	1.558	353.15738	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.43	190715_Poo_TruePooFK180310_Full3	353.15738:101143 354.16073:23340 355.16409:44716		11727	28505	96260	101143
4578	3.577	353.93622	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.71	190715_Poo_TruePooFK180310_Full1	353.93622:773432 354.93957:26924 355.94293:339363		454256	773432	641533	987534
4579	2.952	353.93625	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.88	190715_Poo_TruePooFK180310_Full1	353.93625:1162395 354.9396:34277 355.94296:556845		579350	1162395	851514	1158811
4580	9.902	353.93628	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.71	190715_Poo_TruePooFK180310_Full1	353.93628:828243 354.93963:16039 355.94299:368379		0	828243	588027	641685
4581	7.202	353.93634	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.84	190715_Poo_TruePooFK180310_Full1	353.93634:778898 354.93969:41251 355.94305:321678		401764	778898	642214	799641
4582	7.659	353.93646	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.41	190715_Poo_TruePooFK180310_Full1	353.93646:326263 354.93981:16647 355.94317:200697		389182	326263	303750	362162
